x_min,x_max,y_min,y_max,ID
94,114,212,232,1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273_73_1013
103,116,340,353,1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492_33_23
203,214,244,255,1.3.6.1.4.1.14519.5.2.1.6279.6001.395623571499047043765181005112_78_966
325,357,311,343,1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114_108_1084
126,138,220,232,1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991_73_872
128,146,339,357,1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663_144_794
84,98,279,293,1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663_143_795
94,106,353,365,1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663_129_796
71,82,358,369,1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663_128_797
89,102,366,379,1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663_120_798
71,91,297,317,1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097_92_135
99,127,335,363,1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097_90_136
279,291,296,308,1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865_214_705
104,119,355,370,1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762_185_149
130,146,348,364,1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359_212_897
91,104,150,163,1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359_184_898
450,463,222,235,1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565_41_86
109,120,326,337,1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543_228_976
85,106,193,214,1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411_286_144
111,124,222,235,1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523_66_792
384,397,236,249,1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523_110_793
176,191,366,381,1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037_43_838
298,316,319,337,1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037_55_839
393,420,274,301,1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179_82_506
369,384,354,369,1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179_108_507
179,194,353,368,1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488_61_935
165,181,172,188,1.3.6.1.4.1.14519.5.2.1.6279.6001.826812708000318290301835871780_183_1108
150,162,177,189,1.3.6.1.4.1.14519.5.2.1.6279.6001.826812708000318290301835871780_167_1109
444,459,191,206,1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767_55_748
402,421,329,348,1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281_338_1016
157,169,352,364,1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493_106_344
305,317,330,342,1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493_97_345
117,137,166,186,1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596_215_882
96,110,381,395,1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111_52_789
445,463,334,352,1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111_52_790
412,426,383,397,1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111_72_791
430,443,339,352,1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484_69_970
108,131,276,299,1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490_376_873
128,143,283,298,1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321_84_889
138,156,298,316,1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998_81_1049
104,118,277,291,1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975_79_1030
393,406,331,344,1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345_269_1073
150,166,275,291,1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345_97_1074
335,358,320,343,1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748_45_335
371,401,200,230,1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748_62_336
313,332,372,391,1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912_101_103
373,405,304,336,1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235_111_1141
118,141,344,367,1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005_196_937
100,115,247,262,1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005_145_938
88,105,229,246,1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005_141_939
52,65,287,300,1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367_94_580
421,432,345,356,1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987_187_28
66,81,277,292,1.3.6.1.4.1.14519.5.2.1.6279.6001.479402560265137632920333093071_76_996
82,94,282,294,1.3.6.1.4.1.14519.5.2.1.6279.6001.479402560265137632920333093071_130_997
160,179,345,364,1.3.6.1.4.1.14519.5.2.1.6279.6001.326057189095429101398977448288_210_910
221,235,280,294,1.3.6.1.4.1.14519.5.2.1.6279.6001.326057189095429101398977448288_269_911
171,184,333,346,1.3.6.1.4.1.14519.5.2.1.6279.6001.326057189095429101398977448288_276_912
367,383,280,296,1.3.6.1.4.1.14519.5.2.1.6279.6001.326057189095429101398977448288_289_913
192,203,236,247,1.3.6.1.4.1.14519.5.2.1.6279.6001.326057189095429101398977448288_286_914
284,299,314,329,1.3.6.1.4.1.14519.5.2.1.6279.6001.326057189095429101398977448288_248_915
109,126,250,267,1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217_104_9
349,364,274,289,1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456_77_318
284,297,358,371,1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456_83_319
323,335,256,268,1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456_91_320
290,303,230,243,1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456_108_321
176,200,342,366,1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845_111_271
145,156,350,361,1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845_108_272
93,112,274,293,1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845_101_273
96,123,240,267,1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845_96_274
129,140,194,205,1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845_93_275
344,360,296,312,1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845_104_276
142,158,251,267,1.3.6.1.4.1.14519.5.2.1.6279.6001.145759169833745025756371695397_37_166
82,95,305,318,1.3.6.1.4.1.14519.5.2.1.6279.6001.121824995088859376862458155637_142_72
351,363,348,360,1.3.6.1.4.1.14519.5.2.1.6279.6001.121824995088859376862458155637_153_73
151,163,190,202,1.3.6.1.4.1.14519.5.2.1.6279.6001.259543921154154401875872845498_257_664
141,154,161,174,1.3.6.1.4.1.14519.5.2.1.6279.6001.259543921154154401875872845498_242_665
150,163,137,150,1.3.6.1.4.1.14519.5.2.1.6279.6001.259543921154154401875872845498_231_666
82,98,186,202,1.3.6.1.4.1.14519.5.2.1.6279.6001.561458563853929400124470098603_66_1028
376,395,203,222,1.3.6.1.4.1.14519.5.2.1.6279.6001.561458563853929400124470098603_60_1029
343,358,213,228,1.3.6.1.4.1.14519.5.2.1.6279.6001.128059192202504367870633619224_96_104
369,382,272,285,1.3.6.1.4.1.14519.5.2.1.6279.6001.128059192202504367870633619224_42_105
50,63,209,222,1.3.6.1.4.1.14519.5.2.1.6279.6001.163994693532965040247348251579_148_229
361,379,362,380,1.3.6.1.4.1.14519.5.2.1.6279.6001.935683764293840351008008793409_118_1157
140,155,351,366,1.3.6.1.4.1.14519.5.2.1.6279.6001.935683764293840351008008793409_129_1158
181,195,201,215,1.3.6.1.4.1.14519.5.2.1.6279.6001.193808128386712859512130599234_94_364
315,329,410,424,1.3.6.1.4.1.14519.5.2.1.6279.6001.861997885565255340442123234170_50_1121
93,107,380,394,1.3.6.1.4.1.14519.5.2.1.6279.6001.272961322147784625028175033640_43_713
172,206,417,451,1.3.6.1.4.1.14519.5.2.1.6279.6001.616033753016904899083676284739_59_1044
153,166,195,208,1.3.6.1.4.1.14519.5.2.1.6279.6001.616033753016904899083676284739_60_1045
221,235,382,396,1.3.6.1.4.1.14519.5.2.1.6279.6001.616033753016904899083676284739_70_1046
349,365,346,362,1.3.6.1.4.1.14519.5.2.1.6279.6001.616033753016904899083676284739_67_1047
344,363,401,420,1.3.6.1.4.1.14519.5.2.1.6279.6001.309672797925724868457151381131_144_846
392,409,353,370,1.3.6.1.4.1.14519.5.2.1.6279.6001.768276876111112560631432843476_264_1090
217,235,146,164,1.3.6.1.4.1.14519.5.2.1.6279.6001.162718361851587451505896742103_75_225
169,192,218,241,1.3.6.1.4.1.14519.5.2.1.6279.6001.270390050141765094612147226290_84_699
145,160,166,181,1.3.6.1.4.1.14519.5.2.1.6279.6001.270390050141765094612147226290_61_700
385,396,199,210,1.3.6.1.4.1.14519.5.2.1.6279.6001.270390050141765094612147226290_81_701
157,169,112,124,1.3.6.1.4.1.14519.5.2.1.6279.6001.183184435049555024219115904825_99_316
344,357,228,241,1.3.6.1.4.1.14519.5.2.1.6279.6001.183184435049555024219115904825_211_317
180,192,209,221,1.3.6.1.4.1.14519.5.2.1.6279.6001.663019255629770796363333877035_180_1059
317,328,277,288,1.3.6.1.4.1.14519.5.2.1.6279.6001.910607280658963002048724648683_158_1152
281,314,274,307,1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953_242_248
391,404,296,309,1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953_167_249
119,132,318,331,1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953_77_250
325,337,224,236,1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953_207_251
153,164,340,351,1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953_204_252
186,196,310,320,1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953_212_253
440,451,258,269,1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953_100_254
369,396,322,349,1.3.6.1.4.1.14519.5.2.1.6279.6001.287966244644280690737019247886_39_762
277,294,289,306,1.3.6.1.4.1.14519.5.2.1.6279.6001.287966244644280690737019247886_88_763
324,339,193,208,1.3.6.1.4.1.14519.5.2.1.6279.6001.287966244644280690737019247886_90_764
319,363,338,382,1.3.6.1.4.1.14519.5.2.1.6279.6001.287966244644280690737019247886_91_765
392,402,236,246,1.3.6.1.4.1.14519.5.2.1.6279.6001.287966244644280690737019247886_69_766
81,109,344,372,1.3.6.1.4.1.14519.5.2.1.6279.6001.325164338773720548739146851679_380_908
138,151,393,406,1.3.6.1.4.1.14519.5.2.1.6279.6001.325164338773720548739146851679_305_909
141,156,142,157,1.3.6.1.4.1.14519.5.2.1.6279.6001.275766318636944297772360944907_265_725
294,310,341,357,1.3.6.1.4.1.14519.5.2.1.6279.6001.275766318636944297772360944907_94_726
396,412,283,299,1.3.6.1.4.1.14519.5.2.1.6279.6001.231002159523969307155990628066_178_555
376,387,291,302,1.3.6.1.4.1.14519.5.2.1.6279.6001.231002159523969307155990628066_171_556
153,166,388,401,1.3.6.1.4.1.14519.5.2.1.6279.6001.231002159523969307155990628066_132_557
355,371,202,218,1.3.6.1.4.1.14519.5.2.1.6279.6001.250397690690072950000431855143_135_623
153,165,181,193,1.3.6.1.4.1.14519.5.2.1.6279.6001.250397690690072950000431855143_128_624
189,208,351,370,1.3.6.1.4.1.14519.5.2.1.6279.6001.250397690690072950000431855143_107_625
391,406,233,248,1.3.6.1.4.1.14519.5.2.1.6279.6001.250397690690072950000431855143_120_626
384,395,242,253,1.3.6.1.4.1.14519.5.2.1.6279.6001.250397690690072950000431855143_146_627
356,373,168,185,1.3.6.1.4.1.14519.5.2.1.6279.6001.250397690690072950000431855143_108_628
214,236,296,318,1.3.6.1.4.1.14519.5.2.1.6279.6001.208737629504245244513001631764_138_444
350,374,292,316,1.3.6.1.4.1.14519.5.2.1.6279.6001.208737629504245244513001631764_162_445
130,148,181,199,1.3.6.1.4.1.14519.5.2.1.6279.6001.208737629504245244513001631764_143_446
129,149,293,313,1.3.6.1.4.1.14519.5.2.1.6279.6001.128881800399702510818644205032_83_106
156,177,330,351,1.3.6.1.4.1.14519.5.2.1.6279.6001.128881800399702510818644205032_83_107
403,414,152,163,1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085_332_237
166,178,376,388,1.3.6.1.4.1.14519.5.2.1.6279.6001.134370886216012873213579659366_77_125
155,176,297,318,1.3.6.1.4.1.14519.5.2.1.6279.6001.134370886216012873213579659366_171_126
392,402,141,151,1.3.6.1.4.1.14519.5.2.1.6279.6001.336894364358709782463716339027_290_941
75,86,290,301,1.3.6.1.4.1.14519.5.2.1.6279.6001.334105754605642100456249422350_102_936
98,112,344,358,1.3.6.1.4.1.14519.5.2.1.6279.6001.168037818448885856452592057286_303_236
375,391,370,386,1.3.6.1.4.1.14519.5.2.1.6279.6001.162901839201654862079549658100_94_227
445,458,251,264,1.3.6.1.4.1.14519.5.2.1.6279.6001.247769845138587733933485039556_130_603
92,106,169,183,1.3.6.1.4.1.14519.5.2.1.6279.6001.247769845138587733933485039556_156_604
77,87,172,182,1.3.6.1.4.1.14519.5.2.1.6279.6001.247769845138587733933485039556_168_605
197,214,141,158,1.3.6.1.4.1.14519.5.2.1.6279.6001.310395752124284049604069960014_40_855
96,109,216,229,1.3.6.1.4.1.14519.5.2.1.6279.6001.310395752124284049604069960014_72_856
124,136,266,278,1.3.6.1.4.1.14519.5.2.1.6279.6001.310395752124284049604069960014_49_857
297,335,347,385,1.3.6.1.4.1.14519.5.2.1.6279.6001.179049373636438705059720603192_90_306
303,315,212,224,1.3.6.1.4.1.14519.5.2.1.6279.6001.315214756157389122376518747372_191_877
397,407,287,297,1.3.6.1.4.1.14519.5.2.1.6279.6001.674809958213117379592437424616_114_1062
355,366,203,214,1.3.6.1.4.1.14519.5.2.1.6279.6001.674809958213117379592437424616_110_1063
173,187,312,326,1.3.6.1.4.1.14519.5.2.1.6279.6001.314789075871001236641548593165_148_874
300,324,316,340,1.3.6.1.4.1.14519.5.2.1.6279.6001.243094273518213382155770295147_76_586
370,387,352,369,1.3.6.1.4.1.14519.5.2.1.6279.6001.243094273518213382155770295147_72_587
357,372,351,366,1.3.6.1.4.1.14519.5.2.1.6279.6001.243094273518213382155770295147_83_588
314,335,289,310,1.3.6.1.4.1.14519.5.2.1.6279.6001.243094273518213382155770295147_110_589
336,356,339,359,1.3.6.1.4.1.14519.5.2.1.6279.6001.243094273518213382155770295147_64_590
386,413,250,277,1.3.6.1.4.1.14519.5.2.1.6279.6001.306948744223170422945185006551_91_841
405,440,221,256,1.3.6.1.4.1.14519.5.2.1.6279.6001.306948744223170422945185006551_49_842
62,74,306,318,1.3.6.1.4.1.14519.5.2.1.6279.6001.756684168227383088294595834066_120_1085
359,390,232,263,1.3.6.1.4.1.14519.5.2.1.6279.6001.892375496445736188832556446335_190_1131
338,363,224,249,1.3.6.1.4.1.14519.5.2.1.6279.6001.690929968028676628605553365896_118_1066
174,207,249,282,1.3.6.1.4.1.14519.5.2.1.6279.6001.655242448149322898770987310561_43_1056
100,112,337,349,1.3.6.1.4.1.14519.5.2.1.6279.6001.970264865033574190975654369557_200_1176
103,119,205,221,1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343_134_48
418,431,241,254,1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343_198_49
392,407,259,274,1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343_229_50
444,460,264,280,1.3.6.1.4.1.14519.5.2.1.6279.6001.206539885154775002929031534291_45_439
456,468,239,251,1.3.6.1.4.1.14519.5.2.1.6279.6001.206539885154775002929031534291_71_440
192,205,277,290,1.3.6.1.4.1.14519.5.2.1.6279.6001.458525794434429386945463560826_452_991
130,153,279,302,1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375_186_15
448,463,175,190,1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949_132_307
62,75,211,224,1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949_162_308
178,188,180,190,1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949_246_309
141,159,419,437,1.3.6.1.4.1.14519.5.2.1.6279.6001.952265563663939823135367733681_150_1165
306,319,330,343,1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428_162_24
393,408,316,331,1.3.6.1.4.1.14519.5.2.1.6279.6001.503980049263254396021509831276_56_1005
125,146,207,228,1.3.6.1.4.1.14519.5.2.1.6279.6001.503980049263254396021509831276_85_1006
126,151,294,319,1.3.6.1.4.1.14519.5.2.1.6279.6001.503980049263254396021509831276_91_1007
415,437,301,323,1.3.6.1.4.1.14519.5.2.1.6279.6001.226456162308124493341905600418_122_528
396,413,352,369,1.3.6.1.4.1.14519.5.2.1.6279.6001.226456162308124493341905600418_136_529
154,174,280,300,1.3.6.1.4.1.14519.5.2.1.6279.6001.183924380327950237519832859527_56_322
203,227,197,221,1.3.6.1.4.1.14519.5.2.1.6279.6001.183924380327950237519832859527_83_323
356,381,300,325,1.3.6.1.4.1.14519.5.2.1.6279.6001.235364978775280910367690540811_71_564
101,116,186,201,1.3.6.1.4.1.14519.5.2.1.6279.6001.184412674007117333405073397832_120_325
343,360,348,365,1.3.6.1.4.1.14519.5.2.1.6279.6001.212346425055214308006918165305_53_451
170,184,297,311,1.3.6.1.4.1.14519.5.2.1.6279.6001.190298296009658115773239776160_74_356
142,155,378,391,1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594_305_535
427,440,246,259,1.3.6.1.4.1.14519.5.2.1.6279.6001.126704785377921920210612476953_112_101
218,242,310,334,1.3.6.1.4.1.14519.5.2.1.6279.6001.259227883564429312164962953756_163_663
131,145,151,165,1.3.6.1.4.1.14519.5.2.1.6279.6001.267519732763035023633235877753_136_685
126,137,96,107,1.3.6.1.4.1.14519.5.2.1.6279.6001.267519732763035023633235877753_145_686
281,292,171,182,1.3.6.1.4.1.14519.5.2.1.6279.6001.267519732763035023633235877753_352_687
106,118,414,426,1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478_84_738
103,120,340,357,1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478_104_739
139,158,163,182,1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478_163_740
83,100,208,225,1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478_215_741
287,301,324,338,1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478_255_742
106,121,323,338,1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478_176_743
399,442,269,312,1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478_97_744
74,92,355,373,1.3.6.1.4.1.14519.5.2.1.6279.6001.270152671889301412052226973069_55_697
367,379,227,239,1.3.6.1.4.1.14519.5.2.1.6279.6001.283569726884265181140892667131_49_752
364,376,277,289,1.3.6.1.4.1.14519.5.2.1.6279.6001.283569726884265181140892667131_42_753
379,392,270,283,1.3.6.1.4.1.14519.5.2.1.6279.6001.283569726884265181140892667131_38_754
308,331,322,345,1.3.6.1.4.1.14519.5.2.1.6279.6001.283569726884265181140892667131_20_755
197,227,305,335,1.3.6.1.4.1.14519.5.2.1.6279.6001.217955041973656886482758642958_106_487
178,191,344,357,1.3.6.1.4.1.14519.5.2.1.6279.6001.240969450540588211676803094518_56_577
386,399,202,215,1.3.6.1.4.1.14519.5.2.1.6279.6001.240969450540588211676803094518_90_578
134,146,239,251,1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179_165_985
344,355,393,404,1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179_125_986
146,167,193,214,1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125_215_330
401,419,213,231,1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125_207_331
169,185,337,353,1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125_156_332
404,418,209,223,1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125_150_333
318,330,335,347,1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125_119_334
147,183,194,230,1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387_87_228
141,155,271,285,1.3.6.1.4.1.14519.5.2.1.6279.6001.461155505515403114280165935891_113_992
208,221,346,359,1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421_293_168
353,368,261,276,1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421_416_169
147,162,348,363,1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568_89_87
336,358,304,326,1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568_113_88
