x_min,x_max,y_min,y_max,ID
380,424,266,310,1.3.6.1.4.1.14519.5.2.1.6279.6001.174449669706458092793093760291_42_280
201,219,382,400,1.3.6.1.4.1.14519.5.2.1.6279.6001.176869045992276345870480098568_44_298
338,350,121,133,1.3.6.1.4.1.14519.5.2.1.6279.6001.182192086929819295877506541021_48_314
306,328,376,398,1.3.6.1.4.1.14519.5.2.1.6279.6001.182192086929819295877506541021_48_315
390,438,157,205,1.3.6.1.4.1.14519.5.2.1.6279.6001.187694838527128312070807533473_50_337
88,104,143,159,1.3.6.1.4.1.14519.5.2.1.6279.6001.188385286346390202873004762827_52_351
117,143,311,337,1.3.6.1.4.1.14519.5.2.1.6279.6001.188619674701053082195613114069_54_352
94,132,235,273,1.3.6.1.4.1.14519.5.2.1.6279.6001.188619674701053082195613114069_54_353
284,300,341,357,1.3.6.1.4.1.14519.5.2.1.6279.6001.193964947698259739624715468431_58_365
155,215,211,271,1.3.6.1.4.1.14519.5.2.1.6279.6001.194632613233275988184244485809_60_370
375,397,179,201,1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004_62_372
135,153,195,213,1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004_62_373
357,387,264,294,1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004_62_374
162,184,192,214,1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004_62_375
172,196,239,263,1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004_62_376
388,410,252,274,1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004_62_377
370,390,233,253,1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004_62_378
367,389,257,279,1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004_62_379
336,354,195,213,1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004_62_380
369,391,156,178,1.3.6.1.4.1.14519.5.2.1.6279.6001.196251645377731223510086726530_64_382
114,142,192,220,1.3.6.1.4.1.14519.5.2.1.6279.6001.199261544234308780356714831537_66_395
167,183,262,278,1.3.6.1.4.1.14519.5.2.1.6279.6001.212608679077007918190529579976_68_452
147,173,158,184,1.3.6.1.4.1.14519.5.2.1.6279.6001.212608679077007918190529579976_68_453
46,68,274,296,1.3.6.1.4.1.14519.5.2.1.6279.6001.215104063467523905369326175410_70_467
194,212,307,325,1.3.6.1.4.1.14519.5.2.1.6279.6001.215785045378334625097907422785_72_474
92,108,204,220,1.3.6.1.4.1.14519.5.2.1.6279.6001.217754016294471278921686508169_74_486
116,190,317,391,1.3.6.1.4.1.14519.5.2.1.6279.6001.220596530836092324070084384692_76_508
150,182,250,282,1.3.6.1.4.1.14519.5.2.1.6279.6001.222052723822248889877676736332_78_511
314,330,265,281,1.3.6.1.4.1.14519.5.2.1.6279.6001.222052723822248889877676736332_78_512
134,176,310,352,1.3.6.1.4.1.14519.5.2.1.6279.6001.227968442353440630355230778531_80_537
111,129,121,139,1.3.6.1.4.1.14519.5.2.1.6279.6001.229096941293122177107846044795_82_542
114,138,143,167,1.3.6.1.4.1.14519.5.2.1.6279.6001.229096941293122177107846044795_82_543
143,171,372,400,1.3.6.1.4.1.14519.5.2.1.6279.6001.229096941293122177107846044795_82_544
122,176,382,436,1.3.6.1.4.1.14519.5.2.1.6279.6001.229096941293122177107846044795_82_545
135,161,123,149,1.3.6.1.4.1.14519.5.2.1.6279.6001.229096941293122177107846044795_82_546
97,113,147,163,1.3.6.1.4.1.14519.5.2.1.6279.6001.229860476925100292554329427970_84_547
90,106,297,313,1.3.6.1.4.1.14519.5.2.1.6279.6001.229860476925100292554329427970_84_548
110,124,163,177,1.3.6.1.4.1.14519.5.2.1.6279.6001.229860476925100292554329427970_84_549
351,383,309,341,1.3.6.1.4.1.14519.5.2.1.6279.6001.230491296081537726468075344411_88_552
348,380,335,367,1.3.6.1.4.1.14519.5.2.1.6279.6001.230491296081537726468075344411_88_553
168,186,174,192,1.3.6.1.4.1.14519.5.2.1.6279.6001.237215747217294006286437405216_90_565
331,345,353,367,1.3.6.1.4.1.14519.5.2.1.6279.6001.250481236093201801255751845296_94_629
72,106,210,244,1.3.6.1.4.1.14519.5.2.1.6279.6001.265780642925621389994857727416_102_683
364,392,327,355,1.3.6.1.4.1.14519.5.2.1.6279.6001.268030488196493755113553009785_104_692
349,409,228,288,1.3.6.1.4.1.14519.5.2.1.6279.6001.272344603176687884771013620823_106_711
412,428,251,267,1.3.6.1.4.1.14519.5.2.1.6279.6001.292994770358625142596171316474_114_781
113,131,137,155,1.3.6.1.4.1.14519.5.2.1.6279.6001.300270516469599170290456821227_116_827
1,33,213,245,1.3.6.1.4.1.14519.5.2.1.6279.6001.300270516469599170290456821227_116_828
164,198,261,295,1.3.6.1.4.1.14519.5.2.1.6279.6001.309901913847714156367981722205_124_847
122,144,376,398,1.3.6.1.4.1.14519.5.2.1.6279.6001.311476128731958142981941696518_126_859
104,122,239,257,1.3.6.1.4.1.14519.5.2.1.6279.6001.328944769569002417592093467626_130_925
151,165,157,171,1.3.6.1.4.1.14519.5.2.1.6279.6001.337005960787660957389988207064_138_942
69,91,247,269,1.3.6.1.4.1.14519.5.2.1.6279.6001.340158437895922179455019686521_142_957
313,333,253,273,1.3.6.1.4.1.14519.5.2.1.6279.6001.387954549120924524005910602207_144_961
68,90,268,290,1.3.6.1.4.1.14519.5.2.1.6279.6001.387954549120924524005910602207_144_962
156,176,196,216,1.3.6.1.4.1.14519.5.2.1.6279.6001.392861216720727557882279374324_146_964
93,131,277,315,1.3.6.1.4.1.14519.5.2.1.6279.6001.440226700369921575481834344455_150_984
115,175,226,286,1.3.6.1.4.1.14519.5.2.1.6279.6001.558286136379689377915919180358_154_1027
225,255,275,305,1.3.6.1.4.1.14519.5.2.1.6279.6001.603126300703296693942875967838_156_1036
353,377,383,407,1.3.6.1.4.1.14519.5.2.1.6279.6001.603126300703296693942875967838_156_1037
109,129,305,325,1.3.6.1.4.1.14519.5.2.1.6279.6001.603126300703296693942875967838_156_1038
405,421,328,344,1.3.6.1.4.1.14519.5.2.1.6279.6001.603126300703296693942875967838_156_1039
79,103,323,347,1.3.6.1.4.1.14519.5.2.1.6279.6001.712472578497712558367294720243_158_1071
108,128,273,293,1.3.6.1.4.1.14519.5.2.1.6279.6001.733642690503782454656013446707_160_1078
333,379,253,299,1.3.6.1.4.1.14519.5.2.1.6279.6001.747803439040091794717626507402_162_1081
364,388,254,278,1.3.6.1.4.1.14519.5.2.1.6279.6001.765459236550358748053283544075_164_1086
312,340,343,371,1.3.6.1.4.1.14519.5.2.1.6279.6001.765459236550358748053283544075_164_1087
140,194,307,361,1.3.6.1.4.1.14519.5.2.1.6279.6001.765930210026773090100532964804_166_1088
353,369,310,326,1.3.6.1.4.1.14519.5.2.1.6279.6001.765930210026773090100532964804_166_1089
397,415,308,326,1.3.6.1.4.1.14519.5.2.1.6279.6001.771741891125176943862272696845_168_1091
412,446,135,169,1.3.6.1.4.1.14519.5.2.1.6279.6001.946129570505893110165820050204_174_1162
34,54,201,221,1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860_0_0
397,413,146,162,1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860_0_1
103,145,350,392,1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249_4_120
153,183,353,383,1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249_4_121
387,449,165,227,1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668_6_137
347,383,215,251,1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668_6_138
120,174,252,306,1.3.6.1.4.1.14519.5.2.1.6279.6001.143622857676008763729469324839_8_163
336,384,339,387,1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139_10_180
369,389,264,284,1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819_14_196
145,189,321,365,1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819_14_197
78,104,163,189,1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047_20_239
371,385,356,370,1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047_20_240
81,99,265,283,1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047_20_241
434,450,242,258,1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047_20_242
390,414,153,177,1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047_20_243
147,173,284,310,1.3.6.1.4.1.14519.5.2.1.6279.6001.172243743899615313644757844726_22_264
113,159,305,351,1.3.6.1.4.1.14519.5.2.1.6279.6001.172243743899615313644757844726_22_265
183,205,242,264,1.3.6.1.4.1.14519.5.2.1.6279.6001.177086402277715068525592995222_26_299
153,213,289,349,1.3.6.1.4.1.14519.5.2.1.6279.6001.177086402277715068525592995222_26_300
438,454,196,212,1.3.6.1.4.1.14519.5.2.1.6279.6001.179943248049071805421192715219_28_313
139,205,292,358,1.3.6.1.4.1.14519.5.2.1.6279.6001.183982839679953938397312236359_30_324
83,103,356,376,1.3.6.1.4.1.14519.5.2.1.6279.6001.188059920088313909273628445208_32_342
177,197,369,389,1.3.6.1.4.1.14519.5.2.1.6279.6001.188059920088313909273628445208_32_343
116,172,238,294,1.3.6.1.4.1.14519.5.2.1.6279.6001.194766721609772924944646251928_34_371
23,45,238,260,1.3.6.1.4.1.14519.5.2.1.6279.6001.198016798894102791158686961192_36_388
163,181,147,165,1.3.6.1.4.1.14519.5.2.1.6279.6001.200513183558872708878454294671_38_401
158,206,322,370,1.3.6.1.4.1.14519.5.2.1.6279.6001.202283133206014258077705539227_40_414
225,251,273,299,1.3.6.1.4.1.14519.5.2.1.6279.6001.202283133206014258077705539227_40_415
90,114,262,286,1.3.6.1.4.1.14519.5.2.1.6279.6001.202283133206014258077705539227_40_416
293,315,327,349,1.3.6.1.4.1.14519.5.2.1.6279.6001.202283133206014258077705539227_40_417
335,351,343,359,1.3.6.1.4.1.14519.5.2.1.6279.6001.204287915902811325371247860532_44_421
303,319,319,335,1.3.6.1.4.1.14519.5.2.1.6279.6001.204287915902811325371247860532_44_422
322,368,284,330,1.3.6.1.4.1.14519.5.2.1.6279.6001.204566802718283633558802774757_46_428
356,372,126,142,1.3.6.1.4.1.14519.5.2.1.6279.6001.206028343897359374907954580114_48_435
148,184,148,184,1.3.6.1.4.1.14519.5.2.1.6279.6001.206028343897359374907954580114_48_436
338,366,258,286,1.3.6.1.4.1.14519.5.2.1.6279.6001.206028343897359374907954580114_48_437
331,393,302,364,1.3.6.1.4.1.14519.5.2.1.6279.6001.206097113343059612247503064658_50_438
87,103,200,216,1.3.6.1.4.1.14519.5.2.1.6279.6001.207341668080525761926965850679_52_441
409,445,245,281,1.3.6.1.4.1.14519.5.2.1.6279.6001.213854687290736562463866711534_54_457
435,455,261,281,1.3.6.1.4.1.14519.5.2.1.6279.6001.219254430927834326484477690403_56_492
81,99,280,298,1.3.6.1.4.1.14519.5.2.1.6279.6001.219254430927834326484477690403_56_493
269,305,148,184,1.3.6.1.4.1.14519.5.2.1.6279.6001.225515255547637437801620523312_58_524
341,359,204,222,1.3.6.1.4.1.14519.5.2.1.6279.6001.225515255547637437801620523312_58_525
164,196,333,365,1.3.6.1.4.1.14519.5.2.1.6279.6001.226152078193253087875725735761_60_526
352,370,135,153,1.3.6.1.4.1.14519.5.2.1.6279.6001.239358021703233250639913775427_64_569
107,127,217,237,1.3.6.1.4.1.14519.5.2.1.6279.6001.239358021703233250639913775427_64_570
166,190,353,377,1.3.6.1.4.1.14519.5.2.1.6279.6001.239358021703233250639913775427_64_571
325,347,134,156,1.3.6.1.4.1.14519.5.2.1.6279.6001.239358021703233250639913775427_64_572
158,182,188,212,1.3.6.1.4.1.14519.5.2.1.6279.6001.239358021703233250639913775427_64_573
331,353,356,378,1.3.6.1.4.1.14519.5.2.1.6279.6001.239358021703233250639913775427_64_574
315,337,350,372,1.3.6.1.4.1.14519.5.2.1.6279.6001.239358021703233250639913775427_64_575
352,370,160,178,1.3.6.1.4.1.14519.5.2.1.6279.6001.239358021703233250639913775427_64_576
322,350,303,331,1.3.6.1.4.1.14519.5.2.1.6279.6001.241083615484551649610616348856_66_579
432,452,361,381,1.3.6.1.4.1.14519.5.2.1.6279.6001.247060297988514823071467295949_70_602
270,316,335,381,1.3.6.1.4.1.14519.5.2.1.6279.6001.249314567767437206995861966896_72_610
324,358,242,276,1.3.6.1.4.1.14519.5.2.1.6279.6001.249314567767437206995861966896_72_611
143,163,117,137,1.3.6.1.4.1.14519.5.2.1.6279.6001.254957696184671649675053562027_76_644
415,437,256,278,1.3.6.1.4.1.14519.5.2.1.6279.6001.254957696184671649675053562027_76_645
222,240,345,363,1.3.6.1.4.1.14519.5.2.1.6279.6001.257383535269991165447822992959_78_647
200,254,305,359,1.3.6.1.4.1.14519.5.2.1.6279.6001.257383535269991165447822992959_78_648
159,201,313,355,1.3.6.1.4.1.14519.5.2.1.6279.6001.257383535269991165447822992959_78_649
171,199,356,384,1.3.6.1.4.1.14519.5.2.1.6279.6001.257383535269991165447822992959_78_650
166,204,248,286,1.3.6.1.4.1.14519.5.2.1.6279.6001.257515388956260258681136624817_80_651
355,373,296,314,1.3.6.1.4.1.14519.5.2.1.6279.6001.257515388956260258681136624817_80_652
139,157,133,151,1.3.6.1.4.1.14519.5.2.1.6279.6001.259124675432205040899951626253_82_662
286,312,351,377,1.3.6.1.4.1.14519.5.2.1.6279.6001.262873069163227096134627700599_84_670
145,189,339,383,1.3.6.1.4.1.14519.5.2.1.6279.6001.262873069163227096134627700599_84_671
87,119,319,351,1.3.6.1.4.1.14519.5.2.1.6279.6001.271220641987745483198036913951_86_703
194,232,147,185,1.3.6.1.4.1.14519.5.2.1.6279.6001.272123398257168239653655006815_88_706
355,405,229,279,1.3.6.1.4.1.14519.5.2.1.6279.6001.272123398257168239653655006815_88_707
379,433,270,324,1.3.6.1.4.1.14519.5.2.1.6279.6001.272123398257168239653655006815_88_708
109,175,274,340,1.3.6.1.4.1.14519.5.2.1.6279.6001.286422846896797433168187085942_92_760
190,208,329,347,1.3.6.1.4.1.14519.5.2.1.6279.6001.288701997968615460794642979503_96_767
72,90,351,369,1.3.6.1.4.1.14519.5.2.1.6279.6001.288701997968615460794642979503_96_768
433,449,283,299,1.3.6.1.4.1.14519.5.2.1.6279.6001.288701997968615460794642979503_96_769
159,177,236,254,1.3.6.1.4.1.14519.5.2.1.6279.6001.297964221542942838344351735414_102_805
102,136,311,345,1.3.6.1.4.1.14519.5.2.1.6279.6001.297964221542942838344351735414_102_806
308,340,191,223,1.3.6.1.4.1.14519.5.2.1.6279.6001.297988578825170426663869669862_104_807
394,414,301,321,1.3.6.1.4.1.14519.5.2.1.6279.6001.297988578825170426663869669862_104_808
396,414,288,306,1.3.6.1.4.1.14519.5.2.1.6279.6001.299806338046301317870803017534_106_816
179,203,358,382,1.3.6.1.4.1.14519.5.2.1.6279.6001.299806338046301317870803017534_106_817
158,178,360,380,1.3.6.1.4.1.14519.5.2.1.6279.6001.299806338046301317870803017534_106_818
318,338,362,382,1.3.6.1.4.1.14519.5.2.1.6279.6001.299806338046301317870803017534_106_819
383,399,207,223,1.3.6.1.4.1.14519.5.2.1.6279.6001.299806338046301317870803017534_106_820
379,445,207,273,1.3.6.1.4.1.14519.5.2.1.6279.6001.300136985030081433029390459071_108_821
181,211,157,187,1.3.6.1.4.1.14519.5.2.1.6279.6001.300136985030081433029390459071_108_822
365,405,299,339,1.3.6.1.4.1.14519.5.2.1.6279.6001.301462380687644451483231621986_110_829
339,379,280,320,1.3.6.1.4.1.14519.5.2.1.6279.6001.301462380687644451483231621986_110_830
329,357,345,373,1.3.6.1.4.1.14519.5.2.1.6279.6001.301462380687644451483231621986_110_831
410,430,285,305,1.3.6.1.4.1.14519.5.2.1.6279.6001.302403227435841351528721627052_112_833
406,424,291,309,1.3.6.1.4.1.14519.5.2.1.6279.6001.302403227435841351528721627052_112_834
52,72,247,267,1.3.6.1.4.1.14519.5.2.1.6279.6001.305887072264491016857673607285_114_840
103,123,225,245,1.3.6.1.4.1.14519.5.2.1.6279.6001.346115813056769250958550383763_126_958
267,307,313,353,1.3.6.1.4.1.14519.5.2.1.6279.6001.397522780537301776672854630421_130_967
97,133,335,371,1.3.6.1.4.1.14519.5.2.1.6279.6001.397522780537301776672854630421_130_968
266,282,341,357,1.3.6.1.4.1.14519.5.2.1.6279.6001.454273545863197752384437758130_132_989
351,369,203,221,1.3.6.1.4.1.14519.5.2.1.6279.6001.454273545863197752384437758130_132_990
144,166,385,407,1.3.6.1.4.1.14519.5.2.1.6279.6001.478062284228419671253422844986_134_995
371,393,359,381,1.3.6.1.4.1.14519.5.2.1.6279.6001.486999111981013268988489262668_136_1001
361,433,216,288,1.3.6.1.4.1.14519.5.2.1.6279.6001.487268565754493433372433148666_138_1002
172,220,283,331,1.3.6.1.4.1.14519.5.2.1.6279.6001.487268565754493433372433148666_138_1003
367,389,163,185,1.3.6.1.4.1.14519.5.2.1.6279.6001.518487185634324801733841260431_140_1015
79,97,115,133,1.3.6.1.4.1.14519.5.2.1.6279.6001.675543413149938600000570588203_148_1064
381,451,268,338,1.3.6.1.4.1.14519.5.2.1.6279.6001.675543413149938600000570588203_148_1065
202,228,185,211,1.3.6.1.4.1.14519.5.2.1.6279.6001.724562063158320418413995627171_152_1075
113,131,280,298,1.3.6.1.4.1.14519.5.2.1.6279.6001.774060103415303828812229821954_156_1093
360,378,260,278,1.3.6.1.4.1.14519.5.2.1.6279.6001.774060103415303828812229821954_156_1094
107,121,237,251,1.3.6.1.4.1.14519.5.2.1.6279.6001.776800177074349870648765614630_158_1095
391,435,288,332,1.3.6.1.4.1.14519.5.2.1.6279.6001.792381786708289670758399079830_160_1099
417,443,291,317,1.3.6.1.4.1.14519.5.2.1.6279.6001.792381786708289670758399079830_160_1100
80,100,285,305,1.3.6.1.4.1.14519.5.2.1.6279.6001.882070241245008756731854510592_164_1127
421,455,264,298,1.3.6.1.4.1.14519.5.2.1.6279.6001.882070241245008756731854510592_164_1128
368,390,216,238,1.3.6.1.4.1.14519.5.2.1.6279.6001.882070241245008756731854510592_164_1129
337,391,283,337,1.3.6.1.4.1.14519.5.2.1.6279.6001.882070241245008756731854510592_164_1130
286,304,329,347,1.3.6.1.4.1.14519.5.2.1.6279.6001.931383239747372227838946053237_170_1155
144,164,276,296,1.3.6.1.4.1.14519.5.2.1.6279.6001.931383239747372227838946053237_170_1156
329,347,360,378,1.3.6.1.4.1.14519.5.2.1.6279.6001.997611074084993415992563148335_174_1184
185,269,257,341,1.3.6.1.4.1.14519.5.2.1.6279.6001.997611074084993415992563148335_174_1185
111,137,267,293,1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228_0_10
155,175,330,350,1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949_2_12
158,172,211,225,1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949_2_13
417,437,292,312,1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962_4_31
416,432,263,279,1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962_4_32
280,300,381,401,1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962_4_33
391,409,303,321,1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075_6_44
379,401,362,384,1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075_6_45
143,165,260,282,1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075_6_46
148,170,211,233,1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535_8_51
371,389,318,336,1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535_8_52
197,215,333,351,1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535_8_53
143,185,235,277,1.3.6.1.4.1.14519.5.2.1.6279.6001.122621219961396951727742490470_14_76
411,425,343,357,1.3.6.1.4.1.14519.5.2.1.6279.6001.125124219978170516876304987559_16_95
395,409,287,301,1.3.6.1.4.1.14519.5.2.1.6279.6001.125124219978170516876304987559_16_96
147,179,282,314,1.3.6.1.4.1.14519.5.2.1.6279.6001.125124219978170516876304987559_16_97
196,210,214,228,1.3.6.1.4.1.14519.5.2.1.6279.6001.129982010889624423230394257528_18_112
126,140,329,343,1.3.6.1.4.1.14519.5.2.1.6279.6001.129982010889624423230394257528_18_113
383,399,266,282,1.3.6.1.4.1.14519.5.2.1.6279.6001.129982010889624423230394257528_18_114
214,228,306,320,1.3.6.1.4.1.14519.5.2.1.6279.6001.129982010889624423230394257528_18_115
102,124,159,181,1.3.6.1.4.1.14519.5.2.1.6279.6001.130036599816889919308975074972_20_116
97,123,318,344,1.3.6.1.4.1.14519.5.2.1.6279.6001.140253591510022414496468423138_26_146
390,408,179,197,1.3.6.1.4.1.14519.5.2.1.6279.6001.140253591510022414496468423138_26_147
141,173,301,333,1.3.6.1.4.1.14519.5.2.1.6279.6001.140253591510022414496468423138_26_148
115,151,263,299,1.3.6.1.4.1.14519.5.2.1.6279.6001.141149610914910880857802344415_28_150
403,423,336,356,1.3.6.1.4.1.14519.5.2.1.6279.6001.171177995014336749670107905732_42_262
169,199,322,352,1.3.6.1.4.1.14519.5.2.1.6279.6001.174692377730646477496286081479_44_281
96,120,194,218,1.3.6.1.4.1.14519.5.2.1.6279.6001.179209990684978588019929720099_46_310
349,369,112,132,1.3.6.1.4.1.14519.5.2.1.6279.6001.179209990684978588019929720099_46_311
148,192,380,424,1.3.6.1.4.1.14519.5.2.1.6279.6001.185154482385982570363528682299_48_326
335,359,331,355,1.3.6.1.4.1.14519.5.2.1.6279.6001.185154482385982570363528682299_48_327
119,133,186,200,1.3.6.1.4.1.14519.5.2.1.6279.6001.195913706607582347421429908613_52_381
154,174,141,161,1.3.6.1.4.1.14519.5.2.1.6279.6001.199282854229880908602362094937_54_396
333,359,194,220,1.3.6.1.4.1.14519.5.2.1.6279.6001.214252223927572015414741039150_56_458
397,423,316,342,1.3.6.1.4.1.14519.5.2.1.6279.6001.214252223927572015414741039150_56_459
169,203,273,307,1.3.6.1.4.1.14519.5.2.1.6279.6001.214252223927572015414741039150_56_460
382,406,342,366,1.3.6.1.4.1.14519.5.2.1.6279.6001.215640837032688688030770057224_58_468
412,442,213,243,1.3.6.1.4.1.14519.5.2.1.6279.6001.215640837032688688030770057224_58_469
368,396,321,349,1.3.6.1.4.1.14519.5.2.1.6279.6001.215640837032688688030770057224_58_470
355,377,117,139,1.3.6.1.4.1.14519.5.2.1.6279.6001.215640837032688688030770057224_58_471
393,429,272,308,1.3.6.1.4.1.14519.5.2.1.6279.6001.215640837032688688030770057224_58_472
75,97,357,379,1.3.6.1.4.1.14519.5.2.1.6279.6001.215640837032688688030770057224_58_473
155,215,118,178,1.3.6.1.4.1.14519.5.2.1.6279.6001.219618492426142913407827034169_60_504
350,364,305,319,1.3.6.1.4.1.14519.5.2.1.6279.6001.219618492426142913407827034169_60_505
334,352,388,406,1.3.6.1.4.1.14519.5.2.1.6279.6001.226889213794065160713547677129_64_530
187,213,343,369,1.3.6.1.4.1.14519.5.2.1.6279.6001.227707494413800460340110762069_66_531
386,402,318,334,1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047_68_541
108,126,153,171,1.3.6.1.4.1.14519.5.2.1.6279.6001.230675342744370103160629638194_70_554
112,144,342,374,1.3.6.1.4.1.14519.5.2.1.6279.6001.233001470265230594739708503198_72_559
163,183,167,187,1.3.6.1.4.1.14519.5.2.1.6279.6001.238019241099704094018548301753_74_567
126,144,230,248,1.3.6.1.4.1.14519.5.2.1.6279.6001.242624386080831911167122628616_76_583
61,89,194,222,1.3.6.1.4.1.14519.5.2.1.6279.6001.242624386080831911167122628616_76_584
407,423,246,262,1.3.6.1.4.1.14519.5.2.1.6279.6001.246758220302211646532176593724_80_600
372,388,214,230,1.3.6.1.4.1.14519.5.2.1.6279.6001.246758220302211646532176593724_80_601
166,182,367,383,1.3.6.1.4.1.14519.5.2.1.6279.6001.249032660919473722154870746474_86_609
297,323,331,357,1.3.6.1.4.1.14519.5.2.1.6279.6001.249404938669582150398726875826_88_612
105,127,347,369,1.3.6.1.4.1.14519.5.2.1.6279.6001.249404938669582150398726875826_88_613
320,346,357,383,1.3.6.1.4.1.14519.5.2.1.6279.6001.249404938669582150398726875826_88_614
385,419,282,316,1.3.6.1.4.1.14519.5.2.1.6279.6001.249404938669582150398726875826_88_615
292,306,253,267,1.3.6.1.4.1.14519.5.2.1.6279.6001.261700367741314729940340271960_94_667
